,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,2015 PRICE VAR [%],Class
6,45998000000.0,-0.0183,17889000000.0,28109000000.0,0.0,17218000000.0,18401000000.0,9708000000.0,483000000.0,9299000000.0,2201000000.0,26000000.0,0.0,7098000000.0,0.0,7098000000.0,1.62,1.6,4380112851.0,4387000000.0,1.22,0.6111,0.256,0.2127,0.154,0.1833,11758000000.0,9782000000.0,7124000000.0,0.2022,0.1543,18010000000.0,3665000000.0,21675000000.0,4466000000.0,3100000000.0,32986000000.0,14633000000.0,26372000000.0,13625000000.0,0.0,59037000000.0,92023000000.0,9234000000.0,22682000000.0,32374000000.0,19063000000.0,41745000000.0,0.0,6036000000.0,0.0,29088000000.0,61462000000.0,-5777000000.0,63408000000.0,30320000000.0,17290000000.0,20070000000.0,3745000000.0,458000000.0,1976000000.0,209000000.0,10615000000.0,-2183000000.0,-241000000.0,-4814000000.0,-7506000000.0,4712000000.0,-2630000000.0,-5350000000.0,-3631000000.0,-934000000.0,-1456000000.0,8432000000.0,-0.1085,6.0879,46.7543,4.0204,26.0617,21.9662,17.4214,15.161166170513,22.673397985348,3.4987560089568994,0.033243073955135,16.840345203266,5.3079082750660005,0.21266142006174,0.95062359435698,0.7633078825680201,0.61109178659942,1.0,0.2110526544632399,0.15431105700248,0.23669211743198,0.4656,0.2341,0.1004,0.7633078825680201,0.95062359435698,0.21266142006174,1.1559,14.4262,3.1434429030274,0.49985329754518,1.019,0.8074689565700899,0.5563106196330401,-63.2512,35.4383,73.273,0.4536,1.3768,0.3860235303647,0.57926871574273,20.2526,0.25428194993412,3.0350593667546,2.4196,1.922,4.1053,0.753,0.23077090308274,0.79434762129063,0.25428194993412,4.8625744388456,1.4091331474844,0.75373344604114,10.4851,1.618,2.4196,1.922,4.1053,6.9110000000000005,14.965,6.9113,9.5156,184928364569.22,204998364569.22,26.0617,4.0204,17.4214,21.9662,6.0879,46.7543,4.4567,17.4348,19.3121,24.312,0.0384,0.0456,1.3768,0.4536,1.7069,1.019,20.2526,1.4955,0.0289,0.753,0.3743,0.0,0.2866,0.2057,0.0475,-1.1048,0.0045,15.8991,0.1004,0.4656,-0.154,612000000.0,65651000000.0,-28476000000.0,57012000000.0,4669500000.0,9405500000.0,3188500000.0,35.4383,73.273,-63.2512,9.8507,1.1559,14.4262,0.2341,-0.4976,-0.0114,-0.1778,-0.0508,-0.1731,-0.1649,-0.1579,-0.0106,-0.0131,0.0893,0.0069,0.0406,0.0887,0.0938,0.0096,0.07,0.0647,0.0527,0.0494,0.0187,-0.0487,0.0772,0.0522,-0.0007,0.0933,0.0827,0.0908,-0.0835,-0.054,0.0219,-0.0763,0.1258,0.0,-0.0053,5.339412837835392,1
14,5727000000.0,0.0214,3523600000.0,2203400000.0,0.0,1480500000.0,1598700000.0,604700000.0,60400000.0,466900000.0,89100000.0,0.0,-4800000.0,377800000.0,0.0,377800000.0,1.37,1.35,271100000.0,276100000.0,0.66,0.3847,0.119,0.0921,0.066,0.0825,683400000.0,527300000.0,377800000.0,0.0815,0.066,199400000.0,0.0,199400000.0,1248200000.0,708500000.0,2292200000.0,559100000.0,3433200000.0,0.0,39100000.0,4272100000.0,6564300000.0,674100000.0,397400000.0,1888600000.0,2084500000.0,2481900000.0,0.0,105700000.0,0.0,2820800000.0,4709400000.0,-794400000.0,2111200000.0,1851400000.0,0.0,2282500000.0,136100000.0,817100000.0,156100000.0,29900000.0,634100000.0,-161900000.0,-583300000.0,0.0,-751900000.0,593900000.0,-363200000.0,-182500000.0,119000000.0,-28100000.0,-26900000.0,472200000.0,-0.221,5.6125,0.0,1.8031,27.8029,22.2716,16.2848,14.652632660464,24.59299727369,1.6223562720447,0.019642169461279,16.937568583553,5.0184910716215,0.092072638379605,0.8854542006447901,0.80916684514885,0.38473895582329,1.0,0.1055875676619499,0.065968220708923,0.19083315485115,0.3924,0.2041,0.0776,0.80916684514885,0.8854542006447901,0.092072638379605,2.4753,8.2231,10.243248077267,0.87244641469768,1.214,0.76649369903632,0.10558085354231,-73.3916,79.5518,42.9625,0.3781,1.3406,0.52961203282604,0.5727505596196899,8.7301,0.2554897457593,3.5455871232581,2.2966,1.71,0.7222,0.482,0.1107211454513699,0.74467749566314,0.2554897457593,3.9166151945645,1.8411730545877,0.48305982001059,20.7425,1.3683,2.2966,1.71,0.7222,6.706,11.34,6.7055,8.9891,10326199000.0,12608699000.0,27.8029,1.8031,16.2848,22.2716,5.6125,0.0,2.2016,18.45,19.8844,26.702,0.036,0.0457,1.3406,0.3781,3.3399,1.214,8.7301,1.6784,0.0173,0.482,0.2585,0.0,0.523,0.2553,0.0283,-1.0372,0.0052,14.4641,0.0776,0.3924,-0.2341,403600000.0,3131100000.0,-2417200000.0,3525000000.0,1176650000.0,616500000.0,696450000.0,79.5518,42.9625,-73.3916,4.8672,2.4753,8.2231,0.2041,-0.5864,0.0369,-0.1948,-0.0169,-0.204,-0.1646,-0.1718,-0.0433,-0.0442,0.1,0.0478,0.0111,-0.0003,0.0121,0.0338,-0.0046,0.0136,0.063,0.0,0.0612,0.475,0.0042,0.0115,0.0211,-0.0238,0.2095,0.3154,0.1295,0.0352,0.0815,-0.0658,0.3515,0.0,0.0579,18.603845240198435,1
16,8268000000.0,0.0268,5297000000.0,2971000000.0,122000000.0,1505000000.0,1704000000.0,1267000000.0,122000000.0,1240000000.0,374000000.0,-11000000.0,-81000000.0,866000000.0,0.0,866000000.0,2.76,2.74,313914401.0,314000000.0,1.248,0.3593,0.2019999999999999,0.1647,0.105,0.0694,1667000000.0,1362000000.0,855000000.0,0.15,0.1047,232000000.0,0.0,232000000.0,670000000.0,1016000000.0,2100000000.0,2318000000.0,3608000000.0,0.0,0.0,6013000000.0,8113000000.0,527000000.0,1771000000.0,2989000000.0,2244000000.0,4015000000.0,0.0,585000000.0,0.0,3521000000.0,6510000000.0,-569000000.0,2198000000.0,1615000000.0,0.0,3783000000.0,182000000.0,691000000.0,305000000.0,57000000.0,899000000.0,-325000000.0,191000000.0,0.0,-134000000.0,-494000000.0,-58000000.0,-391000000.0,-925000000.0,-9000000.0,-169000000.0,574000000.0,-0.2854,8.2107,0.0,1.6034,15.3007,23.1014,14.7459,12.88873948832,13.379880831409,1.401424383164,0.033744781468795,8.436098860228,7.174598637770901,0.16473149492017,0.9104258443465502,0.6983870967741899,0.35933720367683,1.0,0.15324141267537,0.10474117077891,0.30161290322581,0.606,0.5362,0.1186,0.6983870967741899,0.9104258443465502,0.16473149492017,3.5276,8.5193,3.5668679896462,1.0191051398989002,0.703,0.30177316828371,0.077617932418869,-70.0094,29.5779,23.265,0.4949,2.4861,0.5814977973568299,0.7131438721136801,11.1639,0.2239103362391,5.0235294117647005,2.8631,2.191,0.7389,0.452,0.10873246250605,0.6384872080089,0.2239103362391,2.7661538461538,1.2555865921788,0.45150115473441,26.3312,2.758,2.8631,2.191,0.7389,5.143,14.347,5.1433,12.7866,13256605154.23,17039605154.23,15.3007,1.6034,14.7459,23.1014,8.2107,0.0,2.0609,10.2217,18.954,29.6857,0.0654,0.0433,2.4861,0.4949,2.2693,0.703,11.1639,1.0381,0.0296,0.452,0.182,0.0148,0.4447,0.3615,0.0393,-1.0656,0.0069,17.8712,0.1186,0.606,-0.3327,-889000000.0,4505000000.0,-4410000000.0,5299000000.0,652500000.0,525000000.0,970500000.0,29.5779,23.265,-70.0094,12.6713,3.5276,8.5193,0.5362,-1.035,0.0203,0.5691,0.1731,0.8908,0.8904,0.9028,0.0,-0.0032,-0.1393,-0.1178,-0.1657,0.0492,0.0409,0.0632,0.0464,-0.0287,-0.065,0.0572,0.0569,0.0375,0.0918,0.1999,0.1551,0.0707,0.0453,0.0291,0.0551,0.0984,-0.0252,0.3269,-0.0984,-0.0469,-0.0733,22.628762719616688,1
18,9316256000.0,0.0645,7751273000.0,1564983000.0,0.0,650948000.0,650948000.0,914035000.0,12704000.0,918803000.0,316126000.0,3349000.0,0.0,602677000.0,0.0,602677000.0,1.14,1.12,526913054.0,527624000.0,0.4,0.168,0.114,0.1,0.065,0.0642,1061551000.0,931507000.0,606026000.0,0.0986,0.0647,334174000.0,0.0,334174000.0,609526000.0,1054552000.0,2132771000.0,1001767000.0,1781296000.0,264451000.0,112531000.0,3322848000.0,5455619000.0,537508000.0,0.0,954692000.0,250000000.0,250000000.0,0.0,29509000.0,0.0,888871000.0,1843563000.0,-207700000.0,3805654000.0,3605678000.0,264451000.0,-84174000.0,134519000.0,417184000.0,130044000.0,-10307000.0,746879000.0,-148853000.0,-467922000.0,0.0,-616775000.0,0.0,-48414000.0,-203156000.0,-229370000.0,-574000.0,-99840000.0,598026000.0,0.0061,3.8401,7.5895,1.4855,23.0395,23.173,18.5296,17.00729236302,21.076612369146,1.3634650564347,0.015993526241286,12.5161801108,3.5228851585749,0.099987269564082,0.98636188455911,0.65593712689227,0.1679841129312,1.0,0.098111838060268,0.064690901581064,0.34406287310773,0.2765,0.1671,0.1373,0.65593712689227,0.98636188455911,0.099987269564082,5.2433,9.2125,9.2998232123837,1.7076441738325,2.234,0.98848633904966,0.35003330917196,-49.6578,23.8805,21.0589,0.0458,0.0693,0.0648394393930199,0.0648394393930199,73.3239,2.987516,1.5130632851852,1.4156,1.1334,0.6334,0.351,0.080169437164457,0.8006999795147499,2.987516,5.017560949393,2.1217610913357,0.3370893530033499,17.657,1.1422,1.4156,1.1334,0.6334,6.834,6.964,6.8338,0.4738,13839371363.31,13755197363.31,23.0395,1.4855,18.5296,23.173,3.8401,7.5895,1.4765,12.9576,18.4169,23.001,0.0434,0.0432,0.0693,0.0458,-0.0793,2.234,73.3239,1.2393,0.0152,0.351,0.0699,0.0,0.3265,0.1993,0.016,-1.1446,-0.0011,13.2456,0.1373,0.2765,0.0209,1178079000.0,3674323000.0,289208000.0,2635457000.0,580513000.0,485151500.0,1011264500.0,23.8805,21.0589,-49.6578,16.0483,5.2433,9.2125,0.1671,-0.2821,0.1077,0.1541,0.1637,0.1453,0.1457,0.1487,-0.0019,0.0,-0.0588,0.171,0.105,0.0743,0.0773,0.0602,0.1041,0.0635,0.1542,0.1049,0.1234,0.0867,0.1047,0.1157,0.1108,0.1347,0.1605,0.1619,0.1052,0.0894,0.1098,0.0912,0.0,0.0,0.0376,58.66678305832708,1
20,66683000000.0,0.004,31238000000.0,35445000000.0,0.0,25772000000.0,25864000000.0,9581000000.0,909000000.0,8712000000.0,2199000000.0,45000000.0,0.0,6513000000.0,0.0,6513000000.0,4.31,4.27,1496606020.0,1509000000.0,2.533,0.5315,0.184,0.1443,0.098,0.1164,12246000000.0,9621000000.0,6558000000.0,0.1306,0.0977,6134000000.0,2592000000.0,8726000000.0,6651000000.0,3143000000.0,20663000000.0,17244000000.0,29053000000.0,2689000000.0,0.0,49846000000.0,70509000000.0,13016000000.0,5076000000.0,18092000000.0,23821000000.0,28897000000.0,0.0,5304000000.0,0.0,34869000000.0,52961000000.0,-10669000000.0,49092000000.0,17578000000.0,5281000000.0,20171000000.0,2143000000.0,0.0,2625000000.0,183000000.0,10506000000.0,-2744000000.0,115000000.0,-2298000000.0,-4937000000.0,-331000000.0,-4257000000.0,-3730000000.0,-8264000000.0,-546000000.0,-3241000000.0,7762000000.0,-0.1393,8.2378,0.0,2.171,22.4432,18.8051,13.7794,12.159026756139,19.613501473975,1.9156716869367,0.029199312172861,12.877489392455,7.267193941290199,0.14427965148539,0.90551917680075,0.74758953168044,0.53154477153097,1.0,0.14367979844938,0.097671070587706,0.25241046831956,0.3287,0.3705,0.1227,0.74758953168044,0.90551917680075,0.14427965148539,1.5615,20.355,3.8670262120158,0.94573742359131,1.142,0.84993367234137,0.33904488171568,-36.7243,36.4053,71.2451,0.4098,1.6439,0.57540037198966,0.62177514792899,10.5842,0.3635671522995499,4.0112071908067,6.9622,5.144,4.0649,0.588,0.15755139990702,0.7388159147154001,0.3635671522995499,3.8287172011662,1.6227988878591002,0.57270075234147,44.1902,4.3161,6.9622,5.144,4.0649,11.649,27.472,11.6488,19.1498,144766700314.6,164937700314.6,22.4432,2.171,13.7794,18.8051,8.2378,0.0,2.4735,13.4687,15.6994,21.2494,0.0446,0.0536,1.6439,0.4098,1.6472,1.142,10.5842,1.6131,0.0262,0.588,0.3865,0.0,0.412,0.2612,0.0411,-1.0453,0.0027,33.7443,0.1227,0.3287,-0.2231,2571000000.0,41456000000.0,-32298000000.0,46127000000.0,6802500000.0,12774500000.0,3276000000.0,36.4053,71.2451,-36.7243,9.8027,1.5615,20.355,0.3705,-1.8184,0.0078,-0.0137,-0.0128,-0.0337,-0.0137,-0.0116,-0.0208,-0.0212,0.1308,0.0844,0.1085,0.0979,0.0975,0.0155,0.0878,0.098,0.0705,0.0561,0.0249,0.0182,0.0376,0.0143,-0.0393,0.1154,0.0737,0.0775,-0.0436,-0.078,-0.0899,-0.2646,-0.025,0.0,0.0164,8.886701373838283,1
21,112640000000.0,0.0712,98458000000.0,14182000000.0,0.0,10899000000.0,10962000000.0,3220000000.0,113000000.0,3167000000.0,1109000000.0,30000000.0,0.0,2058000000.0,0.0,2058000000.0,4.69,4.65,438295696.0,438693000.0,1.33,0.1259,0.038,0.0291,0.018,0.0177,4309000000.0,3280000000.0,2088000000.0,0.0281,0.0183,5738000000.0,1577000000.0,7315000000.0,1148000000.0,8456000000.0,17588000000.0,14830000000.0,0.0,0.0,669000000.0,15436000000.0,33024000000.0,8491000000.0,0.0,14412000000.0,5093000000.0,5093000000.0,1254000000.0,1004000000.0,0.0,6097000000.0,20509000000.0,-76000000.0,7458000000.0,12303000000.0,1577000000.0,-2222000000.0,669000000.0,5921000000.0,1029000000.0,243000000.0,3984000000.0,-1993000000.0,0.0,-97000000.0,-2093000000.0,178000000.0,-334000000.0,-584000000.0,-786000000.0,-11000000.0,1094000000.0,1991000000.0,0.0417,4.3273,4.3273,0.473,25.919,26.7843,13.3733,11.821344871837,22.884469372886,0.41811290810902,0.012400141182815,13.44331352272,3.8280287709827,0.0291193181818179,0.9655487804878,0.6498263340700999,0.12590553977273,1.0,0.028586647727273,0.018270596590909,0.3501736659299,0.1143,0.1673,0.1816,0.6498263340700999,0.9655487804878,0.0291193181818179,4.3419,13.7786,7.595414699932599,3.4108527131783,1.22,0.58721898417985,0.39814043852345,-31.3478,3.72,27.5143,0.1542,0.414,0.29276845251782,0.29276845251782,29.0265,0.7822501472609499,2.6842233601561003,9.0815,3.107,13.0798,0.284,0.035369318181818,0.49974899598394,0.7822501472609499,1.998996487707,1.545983701979,0.28377065111759,256.7627,4.6912,9.0815,3.107,13.0798,28.045,75.278,28.0447,11.6095,53279224805.76,51057224805.76,25.919,0.473,13.3733,26.7843,4.3273,4.3273,0.4533,11.849,12.8156,25.644,0.0386,0.0374,0.414,0.1542,-0.5157,1.22,29.0265,1.9359,0.0109,0.284,0.0968,0.0,0.0,0.5003,0.0177,-1.9368,0.0022,54.4454,0.1816,0.1143,-0.0548,3176000000.0,33024000000.0,-2921000000.0,17967000000.0,1174500000.0,8181500000.0,8175000000.0,3.72,27.5143,-31.3478,95.9046,4.3419,13.7786,0.1673,-4.543,0.0737,0.0486,0.0547,0.0093,0.0021,0.0043,0.0068,0.0045,-0.8372,0.1592,0.4705,0.0938,0.093,0.0799,0.0712,0.135,0.0739,0.0934,0.1339,0.1185,0.0538,0.0396,0.0063,0.2086,0.1436,0.1433,-0.0441,0.0712,0.0905,0.1281,0.019,0.0,0.0787,19.06252433079839,1
26,81201000000.0,-0.0958,76433000000.0,4768000000.0,0.0,1933000000.0,2038000000.0,2730000000.0,337000000.0,3125000000.0,877000000.0,5000000.0,0.0,2248000000.0,0.0,2248000000.0,3.44,3.43,643787556.0,653000000.0,0.96,0.0587,0.054,0.0426,0.0279999999999999,0.0499,4356000000.0,3462000000.0,2253000000.0,0.0385,0.0277,1099000000.0,5392000000.0,6491000000.0,2704000000.0,9374000000.0,26028000000.0,9851000000.0,3392000000.0,4377000000.0,0.0,17969000000.0,43997000000.0,10200000000.0,132000000.0,15602000000.0,5528000000.0,5660000000.0,0.0,1662000000.0,0.0,8765000000.0,24367000000.0,-1241000000.0,15701000000.0,19630000000.0,9769000000.0,-831000000.0,7459000000.0,5270000000.0,894000000.0,55000000.0,4943000000.0,-894000000.0,-2540000000.0,-105000000.0,-3407000000.0,-1708000000.0,-1183000000.0,-624000000.0,-3577000000.0,0.0,-2041000000.0,4049000000.0,0.0248,1.7139,2.0719,0.4123,15.1163,8.3863,6.7726,6.0588835524985,13.322536209964,0.36882626322336,0.020835377498675,8.3967083103765,1.5256781151299,0.042634942919422,0.90265742345465,0.71936,0.058718488688563,1.0,0.033620275612369,0.027684388123299,0.28064,0.1109,0.1145,0.0774,0.71936,0.90265742345465,0.042634942919422,2.138,7.8022,8.2429195005583,1.8456031093029,1.668,0.5893475195487801,0.070439687219587,-44.7648,12.1545,45.8492,0.1286,0.2883,0.2197312981954099,0.2238038750494299,10.273,0.8733215547703199,2.2413143148242,7.5697,6.2006,1.683,0.2789999999999999,0.060873634561151,0.81913817519725,0.8733215547703199,5.5290827740492,3.2562582345191,0.27758007117438,124.3507,3.4426,7.5697,6.2006,1.683,30.061,62.182,30.0613,8.6677,33476952912.0,32645952912.0,15.1163,0.4123,6.7726,8.3863,1.7139,2.0719,0.402,7.4945,6.6045,8.0627,0.0662,0.1209,0.2883,0.1286,-0.1908,1.668,10.273,2.1988,0.0185,0.2789999999999999,0.0238,0.0,0.0771,0.1809,0.011,-1.0,0.0007,48.4594,0.0774,0.1109,0.0496,10426000000.0,40605000000.0,1661000000.0,29564000000.0,2964000000.0,9772500000.0,10407500000.0,12.1545,45.8492,-44.7648,27.3957,2.138,7.8022,0.1145,-1.3691,0.226,0.4276,0.4591,0.6751,0.6946,0.698,-0.0121,-0.0106,0.2632,-0.0542,-0.0612,0.0834,0.0293,-0.0035,0.6471,-0.0184,0.0,0.1625,0.0562,0.0277,0.0972,0.072,0.0081,0.1352,0.122,0.1569,-0.1613,-0.1807,0.0056,-0.016,-0.1761,0.0,0.0989,-27.728082300006594,0
28,4146300000.0,-0.0142,2493300000.0,1653000000.0,0.0,1163900000.0,1488300000.0,164700000.0,145000000.0,583000000.0,69000000.0,3800000.0,-500000.0,514000000.0,0.0,514000000.0,2.78,2.76,164240782.0,184900000.0,1.48,0.3987,0.251,0.1756,0.124,0.2502,1041000000.0,728000000.0,517800000.0,0.1406,0.124,624600000.0,0.0,624600000.0,621700000.0,226200000.0,1577100000.0,1798000000.0,7947400000.0,2410200000.0,85400000.0,12403000000.0,13980100000.0,1305000000.0,849000000.0,2324900000.0,2321300000.0,3170300000.0,0.0,974500000.0,0.0,3769100000.0,6094000000.0,-898400000.0,4439900000.0,7863300000.0,2410200000.0,2545700000.0,104600000.0,170900000.0,313000000.0,23500000.0,1287900000.0,-250700000.0,-1388100000.0,1382500000.0,-239400000.0,-522900000.0,44400000.0,-273600000.0,-817300000.0,-48900000.0,231200000.0,1037200000.0,-0.208,1.758,0.0,2.9518,26.8058,13.2846,9.5032,9.7280744001863,24.375072023346,3.0216788510238,0.021837708595672,14.865213275696002,1.5933243065888,0.1755782263705,0.8008241758241801,0.88164665523156,0.39866869256928,1.0,0.039722161927502,0.12396594554181,0.1183533447684399,0.4894,0.0654,0.0087,0.88164665523156,0.8008241758241801,0.1755782263705,0.7122,17.9844,2.3060622914349,0.29658586133146,0.6779999999999999,0.53606606735774,0.26865671641791,-33.1139,54.7284,114.8795,0.2268,0.4032,0.22792254973195,0.28733142401392,5.0207,0.40623915717755,1.7778922335406002,6.9654,5.61,3.378,0.532,0.31061428261341,0.80534202966069,0.40623915717755,5.1372157957718,2.4564180812512,0.53229571984436,22.4246,2.7799,6.9654,5.61,3.378,42.527,32.626999999999995,42.5273,17.146,12239223074.64,14784923074.64,26.8058,2.9518,9.5032,13.2846,1.758,0.0,3.5658,14.2026,11.4799,14.2547,0.0373,0.0847,0.4032,0.2268,2.4454,0.6779999999999999,5.0207,2.5056,0.0199,0.532,0.2807,0.0,0.5685,0.1947,0.0605,-0.8009999999999999,0.0057,51.4927,0.0087,0.4894,-0.3691,-747800000.0,6032700000.0,-4516900000.0,6253500000.0,674850000.0,1367300000.0,230550000.0,54.7284,114.8795,-33.1139,6.144,0.7122,17.9844,0.0654,-1.3559,-0.0045,-0.1282,-0.3825,-0.094,-0.1032,-0.1039,0.0104,0.0103,0.1563,0.1025,0.1178,-0.0906,0.064,0.0565,0.0035,0.084,0.1405,0.0049,-0.0658,-0.0874,0.0704,0.0207,0.0093,0.1369999999999999,0.0998,0.0608,-0.146,-0.037,-0.1027,-0.0956,-0.1657,0.0,-0.025,29.90293479794,1
29,46516712000.0,0.0474,38335677000.0,8181035000.0,0.0,6593913000.0,6593913000.0,1587122000.0,123741000.0,1475624000.0,544091000.0,0.0,0.0,931533000.0,0.0,931533000.0,1.59,1.58,584569243.0,585988084.0,1.14,0.1759,0.046,0.0344,0.02,0.0214,2147141000.0,1599365000.0,931533000.0,0.0317,0.02,558458000.0,0.0,558458000.0,3398713000.0,2602018000.0,6681972000.0,3985618000.0,2127899000.0,0.0,184450000.0,6459141000.0,13141113000.0,2831028000.0,375752000.0,4367630000.0,2357330000.0,2733082000.0,0.0,121580000.0,0.0,3506788000.0,7874418000.0,-642663000.0,8770751000.0,5266695000.0,0.0,2174624000.0,122783000.0,1160850000.0,547776000.0,65848000.0,1492815000.0,-497416000.0,-79338000.0,0.0,-576838000.0,-180353000.0,-76768000.0,-667217000.0,-915858000.0,642000.0,761000.0,995399000.0,-0.0993,4.1708,6.9983,0.4706,23.5535,22.0467,14.665,12.87060747447,20.625609502831,0.41304372280226,0.034726584228705,10.30636734942,3.6481011140764,0.0343825892079389,0.92263116924529,0.6312807327611899,0.17587302817104,1.0,0.034119393477338,0.020025770523076,0.36871926723881,0.1479,0.1769,0.1155,0.6312807327611899,0.92263116924529,0.0343825892079389,4.6725,18.6134,11.671141589585,3.5397847960062,1.53,0.90602248816864,0.12786293710777,-24.7742,26.6685,22.2141,0.208,0.5189,0.30919756952528,0.34164477334806,12.9251,0.54620205321319,2.4951346147821,2.5475,1.723,0.953,0.7170000000000001,0.03209201458607,0.66679327311154,0.54620205321319,3.0011398909565004,1.2817900574687,0.71625696566842,79.3817,1.5897,2.5475,1.723,0.953,8.988,18.794,8.9877,4.6641,21892118150.35,24066742150.35,23.5535,0.4706,14.665,22.0467,4.1708,6.9983,0.5174,11.2087,16.1217,24.178,0.0425,0.0455,0.5189,0.208,1.0128,1.53,12.9251,1.6025,0.0304,0.7170000000000001,0.1418,0.0,0.1619,0.3332,0.0107,-0.9081,0.0014,17.9227,0.1155,0.1479,-0.0545,2314342000.0,11013214000.0,-1192446000.0,8820208000.0,3290913500.0,2629621500.0,2499103000.0,26.6685,22.2141,-24.7742,14.1349,4.6725,18.6134,0.1769,-0.8489,0.0231,-0.0457,-0.043,-0.0614,-0.0536,-0.0539,-0.0058,-0.0041,0.0364,-0.0124,-0.0196,0.0564,0.0509,0.0579,0.0318,-0.0078,0.1103,0.0114,-0.0217,-0.0681,0.084,0.0917,0.0386,0.0645,0.0438,0.0344,0.0677,0.0859,0.0365,0.0203,-0.0539,0.0,0.0404,5.346119421342533,1
